word,Pleasantness,P_Deviation,Activation,A_Deviation,Imagery,I_Deviation,Words found from dictionary
discussion,2.00000,0.15000,2.71430,1.04430,2.20000,0.68000,1
discussions,2.00000,0.15000,2.58330,0.91330,2.20000,0.68000,1
disease,1.18180,0.66820,1.81820,0.14820,2.40000,0.88000,1
diseases,1.22220,0.62780,1.77780,0.10780,2.20000,0.68000,1
disgrace,1.22220,0.62780,1.55560,0.11440,1.80000,0.28000,1
disgruntled,1.25000,0.60000,1.87500,0.20500,1.80000,0.28000,1
disguised,1.45450,0.39550,1.81820,0.14820,2.40000,0.88000,1
disgust,1.37500,0.47500,1.87500,0.20500,2.20000,0.68000,1
disgusting,1.22220,0.62780,2.33330,0.66330,2.20000,0.68000,1
dish,1.72730,0.12270,1.72730,0.05730,3.00000,1.48000,1
dishes,1.55560,0.29440,1.66670,0.00330,3.00000,1.48000,1
disinfectant,1.50000,0.35000,1.70000,0.03000,2.20000,0.68000,1
disk,1.75000,0.10000,1.50000,0.17000,3.00000,1.48000,1
dislike,1.14290,0.70710,1.57140,0.09860,1.40000,0.12000,1
disliked,1.10000,0.75000,1.80000,0.13000,1.40000,0.12000,1
dismissed,1.72730,0.12270,2.09090,0.42090,1.80000,0.28000,1
disobey,1.33330,0.51670,2.11110,0.44110,1.80000,0.28000,1
displacement,1.44440,0.40560,1.66670,0.00330,1.00000,0.52000,1
display,2.00000,0.15000,2.18180,0.51180,2.20000,0.68000,1
displayed,2.09090,0.24090,2.18180,0.51180,2.00000,0.48000,1
displays,1.90000,0.05000,1.90000,0.23000,2.00000,0.48000,1
disposal,1.25000,0.60000,1.87500,0.20500,1.60000,0.08000,1
disposed,1.27270,0.57730,2.09090,0.42090,1.40000,0.12000,1
disposition,1.83330,0.01670,1.50000,0.17000,1.40000,0.12000,1
dispute,1.16670,0.68330,2.41670,0.74670,1.80000,0.28000,1
disrespect,1.11110,0.73890,1.55560,0.11440,1.20000,0.32000,1
disrupts,1.11110,0.73890,1.88890,0.21890,1.20000,0.32000,1
distance,1.44440,0.40560,1.44440,0.22560,1.80000,0.28000,1
distances,1.55560,0.29440,1.55560,0.11440,1.40000,0.12000,1
distant,1.33330,0.51670,1.58330,0.08670,1.40000,0.12000,1
distilled,1.53850,0.31150,2.00000,0.33000,1.40000,0.12000,1
distinct,1.71430,0.13570,2.00000,0.33000,1.20000,0.32000,1
distinction,1.66670,0.18330,2.00000,0.33000,1.00000,0.52000,1
distinctions,1.62500,0.22500,2.12500,0.45500,1.00000,0.52000,1
distinctive,2.07690,0.22690,1.76920,0.09920,1.00000,0.52000,1
distinctly,1.85710,0.00710,2.00000,0.33000,1.00000,0.52000,1
distinguish,2.11110,0.26110,2.33330,0.66330,1.60000,0.08000,1
distinguished,2.12500,0.27500,2.12500,0.45500,1.40000,0.12000,1
distorted,1.28570,0.56430,2.00000,0.33000,2.20000,0.68000,1
distraught,1.18180,0.66820,2.36360,0.69360,1.60000,0.08000,1
distress,1.27270,0.57730,2.00000,0.33000,1.80000,0.28000,1
distributed,1.90910,0.05910,2.54550,0.87550,1.20000,0.32000,1
distribution,2.00000,0.15000,2.22220,0.55220,1.20000,0.32000,1
distributions,2.00000,0.15000,2.18180,0.51180,1.20000,0.32000,1
district,1.72730,0.12270,1.63640,0.03360,1.80000,0.28000,1
districts,1.66670,0.18330,1.66670,0.00330,1.80000,0.28000,1
disturb,1.20000,0.65000,2.50000,0.83000,1.80000,0.28000,1
disturbance,1.20000,0.65000,2.40000,0.73000,1.60000,0.08000,1
disturbed,1.25000,0.60000,1.87500,0.20500,1.60000,0.08000,1
disturbing,1.22220,0.62780,2.55560,0.88560,1.60000,0.08000,1
ditch,1.44440,0.40560,1.44440,0.22560,3.00000,1.48000,1
dive,2.09090,0.24090,2.54550,0.87550,3.00000,1.48000,1
diverse,2.20000,0.35000,2.40000,0.73000,1.40000,0.12000,1
diversity,2.30000,0.45000,2.10000,0.43000,1.60000,0.08000,1
divide,1.28570,0.56430,1.85710,0.18710,2.00000,0.48000,1
divided,1.25000,0.60000,1.75000,0.08000,2.20000,0.68000,1
divine,2.37500,0.52500,1.87500,0.20500,1.60000,0.08000,1
division,1.42860,0.42140,1.85710,0.18710,2.20000,0.68000,1
divisions,1.63640,0.21360,2.09090,0.42090,2.20000,0.68000,1
divorce,1.28570,0.56430,2.00000,0.33000,2.40000,0.88000,1
do,1.50000,0.35000,2.62500,0.95500,1.20000,0.32000,1
doc,2.00000,0.15000,1.77780,0.10780,2.40000,0.88000,1
docility,1.87500,0.02500,1.62500,0.04500,1.00000,0.52000,1
doctor,2.10000,0.25000,2.00000,0.33000,3.00000,1.48000,1
doctor�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
doctors,2.00000,0.15000,1.77780,0.10780,3.00000,1.48000,1
doctrine,1.50000,0.35000,1.75000,0.08000,1.60000,0.08000,1
document,1.28570,0.56430,1.71430,0.04430,3.00000,1.48000,1
documents,1.37500,0.47500,1.75000,0.08000,3.00000,1.48000,1
dodge,1.85710,0.00710,2.28570,0.61570,2.40000,0.88000,1
does,2.00000,0.15000,2.21430,0.54430,1.20000,0.32000,1
doesn�t,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
dog,2.55560,0.70560,2.00000,0.33000,3.00000,1.48000,1
doggie,2.50000,0.65000,2.10000,0.43000,2.60000,1.08000,1
doggy,2.37500,0.52500,1.75000,0.08000,2.60000,1.08000,1
dogs,2.42860,0.57860,1.71430,0.04430,3.00000,1.48000,1
doing,1.83330,0.01670,2.50000,0.83000,1.20000,0.32000,1
doleful,1.81820,0.03180,1.72730,0.05730,1.00000,0.52000,1
doll,2.40000,0.55000,1.40000,0.27000,3.00000,1.48000,1
dollar,2.55560,0.70560,1.44440,0.22560,3.00000,1.48000,1
dollars,2.55560,0.70560,1.55560,0.11440,3.00000,1.48000,1
dolls,2.16670,0.31670,1.50000,0.17000,3.00000,1.48000,1
dolores,1.57140,0.27860,1.42860,0.24140,1.80000,0.28000,1
dome,1.54550,0.30450,1.36360,0.30640,3.00000,1.48000,1
domestic,1.77780,0.07220,1.66670,0.00330,1.80000,0.28000,1
dominance,1.33330,0.51670,2.44440,0.77440,1.80000,0.28000,1
dominant,1.92310,0.07310,2.38460,0.71460,2.00000,0.48000,1
dominated,1.50000,0.35000,2.37500,0.70500,1.40000,0.12000,1
domination,1.25000,0.60000,2.25000,0.58000,1.40000,0.12000,1
dominican,1.60000,0.25000,1.80000,0.13000,2.00000,0.48000,1
don,1.60000,0.25000,1.60000,0.07000,2.20000,0.68000,1
don�t,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
done,2.22220,0.37220,1.44440,0.22560,1.40000,0.12000,1
donkeys,1.63640,0.21360,1.72730,0.05730,3.00000,1.48000,1
doomed,1.22220,0.62780,1.55560,0.11440,2.20000,0.68000,1
door,1.77780,0.07220,1.44440,0.22560,3.00000,1.48000,1
doors,1.66670,0.18330,1.33330,0.33670,3.00000,1.48000,1
doorway,1.90910,0.05910,1.72730,0.05730,3.00000,1.48000,1
dopey,1.37500,0.47500,1.37500,0.29500,2.20000,0.68000,1
dose,1.37500,0.47500,1.37500,0.29500,1.60000,0.08000,1
doses,1.42860,0.42140,1.28570,0.38430,1.40000,0.12000,1
dossiers,1.50000,0.35000,2.00000,0.33000,1.40000,0.12000,1
dot,1.81820,0.03180,1.54550,0.12450,3.00000,1.48000,1
dots,1.66670,0.18330,1.33330,0.33670,3.00000,1.48000,1
double,1.88890,0.03890,1.55560,0.11440,2.60000,1.08000,1
doubled,2.00000,0.15000,1.75000,0.08000,2.40000,0.88000,1
doubt,1.18180,0.66820,1.45450,0.21550,1.00000,0.52000,1
doubtful,1.25000,0.60000,1.25000,0.42000,1.20000,0.32000,1
doubtless,2.00000,0.15000,1.44440,0.22560,1.20000,0.32000,1
doubts,1.27270,0.57730,1.63640,0.03360,1.40000,0.12000,1
dough,2.11110,0.26110,1.66670,0.00330,2.60000,1.08000,1
down,1.30000,0.55000,1.30000,0.37000,2.60000,1.08000,1
downstairs,1.62500,0.22500,1.62500,0.04500,3.00000,1.48000,1
downtown,1.85710,0.00710,1.42860,0.24140,3.00000,1.48000,1
downward,1.20000,0.65000,1.70000,0.03000,2.60000,1.08000,1
dozen,1.72730,0.12270,1.54550,0.12450,2.60000,1.08000,1
dozens,1.77780,0.07220,1.55560,0.11440,2.60000,1.08000,1
dr,1.55560,0.29440,1.44440,0.22560,1.00000,0.52000,1
draft,1.72730,0.12270,2.00000,0.33000,2.40000,0.88000,1
drag,1.18180,0.66820,2.09090,0.42090,2.60000,1.08000,1
dragged,1.10000,0.75000,1.70000,0.03000,2.40000,0.88000,1
dragging,1.12500,0.72500,2.25000,0.58000,2.40000,0.88000,1
drain,1.27270,0.57730,2.45450,0.78450,2.60000,1.08000,1
drainage,1.14290,0.70710,1.71430,0.04430,2.20000,0.68000,1
drama,2.08330,0.23330,2.33330,0.66330,1.80000,0.28000,1
dramatic,1.88890,0.03890,2.44440,0.77440,2.00000,0.48000,1
dramaticallY,1.66670,0.18330,2.00000,0.33000,1.80000,0.28000,1
drank,1.44440,0.40560,2.33330,0.66330,2.40000,0.88000,1
drape,1.55560,0.29440,2.00000,0.33000,2.20000,0.68000,1
drapes,1.66670,0.18330,1.91670,0.24670,2.20000,0.68000,1
drastic,1.53850,0.31150,2.07690,0.40690,1.20000,0.32000,1
drastically,1.14290,0.70710,2.14290,0.47290,1.20000,0.32000,1
draw,1.50000,0.35000,2.00000,0.33000,2.60000,1.08000,1
drawback,1.37500,0.47500,2.12500,0.45500,1.40000,0.12000,1
drawing,2.30770,0.45770,2.30770,0.63770,3.00000,1.48000,1
drawings,2.28570,0.43570,1.85710,0.18710,3.00000,1.48000,1
drawn,1.88890,0.03890,1.88890,0.21890,2.20000,0.68000,1
draws,1.75000,0.10000,1.87500,0.20500,2.00000,0.48000,1
dreadful,1.28570,0.56430,1.71430,0.04430,1.20000,0.32000,1
dream,2.54550,0.69550,2.27270,0.60270,2.60000,1.08000,1
dreamboat,2.45450,0.60450,1.45450,0.21550,2.20000,0.68000,1
dreamed,2.54550,0.69550,2.18180,0.51180,2.00000,0.48000,1
dreaming,2.66670,0.81670,2.11110,0.44110,1.80000,0.28000,1
dreams,2.27270,0.42270,1.72730,0.05730,2.00000,0.48000,1
dreamt,2.36360,0.51360,2.09090,0.42090,2.00000,0.48000,1
drench,1.22220,0.62780,2.11110,0.44110,1.80000,0.28000,1
dress,2.10000,0.25000,1.80000,0.13000,2.40000,0.88000,1
dressed,2.10000,0.25000,1.80000,0.13000,2.00000,0.48000,1
dresses,1.75000,0.10000,1.50000,0.17000,2.20000,0.68000,1
dressing,1.66670,0.18330,2.00000,0.33000,2.00000,0.48000,1
drew,1.66670,0.18330,2.00000,0.33000,1.80000,0.28000,1
dribble,1.45450,0.39550,2.36360,0.69360,2.60000,1.08000,1
dried,1.40000,0.45000,1.60000,0.07000,1.80000,0.28000,1
drift,1.40000,0.45000,1.90000,0.23000,2.00000,0.48000,1
drifting,1.42860,0.42140,2.00000,0.33000,2.20000,0.68000,1
drill,1.25000,0.60000,1.87500,0.20500,2.60000,1.08000,1
drilling,1.50000,0.35000,2.12500,0.45500,2.60000,1.08000,1
drink,1.83330,0.01670,2.00000,0.33000,2.60000,1.08000,1
drinking,2.09090,0.24090,2.36360,0.69360,2.60000,1.08000,1
drinks,2.00000,0.15000,2.00000,0.33000,2.40000,0.88000,1
drippy,1.62500,0.22500,1.87500,0.20500,2.20000,0.68000,1
drive,2.11110,0.26110,2.44440,0.77440,2.60000,1.08000,1
driven,1.75000,0.10000,2.12500,0.45500,2.20000,0.68000,1
driver,1.88890,0.03890,2.00000,0.33000,3.00000,1.48000,1
drivers,1.90910,0.05910,2.09090,0.42090,2.60000,1.08000,1
driveway,1.77780,0.07220,1.55560,0.11440,3.00000,1.48000,1
driving,1.87500,0.02500,2.75000,1.08000,2.40000,0.88000,1
droop,1.28570,0.56430,1.85710,0.18710,2.00000,0.48000,1
droopy,1.25000,0.60000,1.62500,0.04500,2.00000,0.48000,1
drop,1.28570,0.56430,2.00000,0.33000,2.60000,1.08000,1
dropped,1.21430,0.63570,2.42860,0.75860,2.60000,1.08000,1
dropping,1.20000,0.65000,2.30000,0.63000,2.60000,1.08000,1
drops,1.44440,0.40560,2.00000,0.33000,2.60000,1.08000,1
drove,2.00000,0.15000,2.20000,0.53000,2.00000,0.48000,1
drowsy,1.37500,0.47500,1.50000,0.17000,2.00000,0.48000,1
drug,1.28570,0.56430,1.28570,0.38430,2.60000,1.08000,1
drugs,1.16670,0.68330,1.33330,0.33670,2.40000,0.88000,1
drum,1.54550,0.30450,1.90910,0.23910,2.60000,1.08000,1
drums,1.60000,0.25000,2.00000,0.33000,3.00000,1.48000,1
drunk,1.66670,0.18330,2.11110,0.44110,2.60000,1.08000,1
dry,1.55560,0.29440,1.44440,0.22560,2.20000,0.68000,1
drying,1.81820,0.03180,1.90910,0.23910,2.60000,1.08000,1
dude,1.42860,0.42140,1.42860,0.24140,2.40000,0.88000,1
due,1.45450,0.39550,1.45450,0.21550,1.80000,0.28000,1
dug,1.37500,0.47500,1.87500,0.20500,3.00000,1.48000,1
duke,1.66670,0.18330,1.77780,0.10780,2.00000,0.48000,1
dull,1.30770,0.54230,1.38460,0.28540,2.20000,0.68000,1
duly,1.75000,0.10000,1.42860,0.24140,1.20000,0.32000,1
dumb,1.50000,0.35000,1.25000,0.42000,1.60000,0.08000,1
dung,1.50000,0.35000,1.60000,0.07000,2.20000,0.68000,1
durable,2.00000,0.15000,2.00000,0.33000,1.60000,0.08000,1
duration,1.91670,0.06670,1.66670,0.00330,1.00000,0.52000,1
during,1.55560,0.29440,1.55560,0.11440,1.20000,0.32000,1
dust,1.36360,0.48640,1.36360,0.30640,2.60000,1.08000,1
dustbins,1.55560,0.29440,1.44440,0.22560,2.40000,0.88000,1
dusty,1.11110,0.73890,1.22220,0.44780,2.20000,0.68000,1
dutch,1.33330,0.51670,1.33330,0.33670,1.80000,0.28000,1
duties,1.54550,0.30450,2.00000,0.33000,1.60000,0.08000,1
duty,1.50000,0.35000,1.62500,0.04500,1.60000,0.08000,1
dwelling,2.00000,0.15000,1.37500,0.29500,2.00000,0.48000,1
dwelt,1.28570,0.56430,1.28570,0.38430,1.80000,0.28000,1
dwight,1.66670,0.18330,1.50000,0.17000,1.60000,0.08000,1
dying,1.18180,0.66820,2.27270,0.60270,2.40000,0.88000,1
dynamic,2.33330,0.48330,2.66670,0.99670,1.00000,0.52000,1
dysfunction,1.11110,0.73890,2.11110,0.44110,1.20000,0.32000,1
dysfunctional,1.28570,0.56430,2.14290,0.47290,1.40000,0.12000,1
each,1.81820,0.03180,1.54550,0.12450,1.00000,0.52000,1
eager,2.12500,0.27500,2.25000,0.58000,1.60000,0.08000,1
eagerly,2.00000,0.15000,2.33330,0.66330,1.20000,0.32000,1
ear,1.81820,0.03180,1.45450,0.21550,3.00000,1.48000,1
earl,1.77780,0.07220,1.55560,0.11440,1.60000,0.08000,1
earlier,1.88890,0.03890,1.77780,0.10780,1.60000,0.08000,1
earliest,1.75000,0.10000,1.75000,0.08000,1.60000,0.08000,1
early,1.28570,0.56430,1.57140,0.09860,1.80000,0.28000,1
earn,2.10000,0.25000,2.20000,0.53000,1.60000,0.08000,1
earned,2.27270,0.42270,2.36360,0.69360,1.60000,0.08000,1
earnest,1.88890,0.03890,1.77780,0.10780,1.60000,0.08000,1
earnestly,1.88890,0.03890,2.11110,0.44110,1.00000,0.52000,1
earnings,2.27270,0.42270,2.18180,0.51180,2.20000,0.68000,1
ears,1.81820,0.03180,1.72730,0.05730,3.00000,1.48000,1
earshot,1.60000,0.25000,1.50000,0.17000,1.40000,0.12000,1
earth,2.25000,0.40000,1.50000,0.17000,3.00000,1.48000,1
earth�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
earthshaking,1.57140,0.27860,2.71430,1.04430,2.20000,0.68000,1
earthy,2.25000,0.40000,1.75000,0.08000,1.80000,0.28000,1
ease,2.55560,0.70560,1.55560,0.11440,1.20000,0.32000,1
easier,2.33330,0.48330,1.55560,0.11440,1.20000,0.32000,1
easiest,2.22220,0.37220,1.66670,0.00330,1.20000,0.32000,1
easily,2.33330,0.48330,2.33330,0.66330,1.20000,0.32000,1
east,1.91670,0.06670,1.75000,0.08000,2.00000,0.48000,1
easter,2.15380,0.30380,1.69230,0.02230,2.20000,0.68000,1
eastern,1.71430,0.13570,1.57140,0.09860,1.40000,0.12000,1
easy,2.33330,0.48330,1.83330,0.16330,1.20000,0.32000,1
eat,2.62500,0.77500,2.50000,0.83000,2.60000,1.08000,1
eaten,2.23080,0.38080,2.07690,0.40690,2.20000,0.68000,1
eating,2.28570,0.43570,2.42860,0.75860,2.60000,1.08000,1
eccentric,1.55560,0.29440,2.11110,0.44110,1.20000,0.32000,1
echo,1.62500,0.22500,1.50000,0.17000,2.20000,0.68000,1
economic,1.28570,0.56430,1.71430,0.04430,1.20000,0.32000,1
economical,1.90910,0.05910,1.81820,0.14820,1.20000,0.32000,1
economically,1.63640,0.21360,1.81820,0.14820,1.20000,0.32000,1
economics,1.45450,0.39550,1.81820,0.14820,1.60000,0.08000,1
economy,1.44440,0.40560,2.00000,0.33000,1.40000,0.12000,1
ecumenical,1.63640,0.21360,1.80000,0.13000,1.00000,0.52000,1
edge,1.54550,0.30450,1.72730,0.05730,2.80000,1.28000,1
edges,1.60000,0.25000,1.60000,0.07000,2.60000,1.08000,1
edict,2.00000,0.15000,2.00000,0.33000,1.00000,0.52000,1
edition,1.80000,0.05000,1.50000,0.17000,1.20000,0.32000,1
editions,1.87500,0.02500,1.37500,0.29500,1.20000,0.32000,1
editor,1.66670,0.18330,1.66670,0.00330,1.60000,0.08000,1
editorial,1.66670,0.18330,1.88890,0.21890,2.00000,0.48000,1
editorials,1.63640,0.21360,1.63640,0.03360,1.80000,0.28000,1
editors,1.70000,0.15000,1.80000,0.13000,1.60000,0.08000,1
educated,2.60000,0.75000,2.30000,0.63000,1.40000,0.12000,1
education,2.42860,0.57860,2.14290,0.47290,1.80000,0.28000,1
educational,2.12500,0.27500,2.12500,0.45500,1.20000,0.32000,1
educator,2.12500,0.27500,1.75000,0.08000,1.80000,0.28000,1
effect,1.66670,0.18330,1.66670,0.00330,1.00000,0.52000,1
effected,1.81820,0.03180,2.00000,0.33000,1.20000,0.32000,1
effective,1.85710,0.00710,2.00000,0.33000,1.20000,0.32000,1
effectively,1.87500,0.02500,2.12500,0.45500,1.20000,0.32000,1
effects,1.77780,0.07220,2.00000,0.33000,1.20000,0.32000,1
efficiency,2.12500,0.27500,2.25000,0.58000,1.00000,0.52000,1
efficient,2.22220,0.37220,2.11110,0.44110,1.00000,0.52000,1
effigy,1.72730,0.12270,1.54550,0.12450,1.00000,0.52000,1
effort,2.33330,0.48330,2.44440,0.77440,1.80000,0.28000,1
efforts,2.14290,0.29290,2.87500,1.20500,1.60000,0.08000,1
eg,1.83330,0.01670,1.57140,0.09860,1.20000,0.32000,1
egg,1.71430,0.13570,1.25000,0.42000,3.00000,1.48000,1
eggs,1.83330,0.01670,1.28570,0.38430,3.00000,1.48000,1
ego,1.61540,0.23460,2.00000,0.33000,1.80000,0.28000,1
eight,1.77780,0.07220,1.40000,0.27000,3.00000,1.48000,1
eighteen,1.87500,0.02500,1.44440,0.22560,2.80000,1.28000,1
eighteenth,1.77780,0.07220,1.30000,0.37000,2.60000,1.08000,1
eighth,1.71430,0.13570,1.25000,0.42000,2.40000,0.88000,1
eighty,1.66670,0.18330,1.00000,0.67000,2.80000,1.28000,1
either,1.80000,0.05000,1.33330,0.33670,1.00000,0.52000,1
elaborate,2.10000,0.25000,2.27270,0.60270,1.20000,0.32000,1
elbow,1.88890,0.03890,1.60000,0.07000,3.00000,1.48000,1
elder,1.75000,0.10000,1.33330,0.33670,3.00000,1.48000,1
elderly,2.00000,0.15000,1.66670,0.00330,3.00000,1.48000,1
elected,1.88890,0.03890,2.70000,1.03000,1.80000,0.28000,1
election,1.83330,0.01670,2.57140,0.90140,2.80000,1.28000,1
elections,2.00000,0.15000,2.72730,1.05730,2.40000,0.88000,1
electoral,1.71430,0.13570,1.62500,0.04500,1.20000,0.32000,1
electric,1.87500,0.02500,2.00000,0.33000,2.40000,0.88000,1
electrical,2.00000,0.15000,2.07690,0.40690,2.40000,0.88000,1
electricity,2.00000,0.15000,2.50000,0.83000,2.60000,1.08000,1
electron,1.85710,0.00710,2.75000,1.08000,2.60000,1.08000,1
electronic,1.88890,0.03890,2.40000,0.73000,2.20000,0.68000,1
electronics,2.00000,0.15000,2.40000,0.73000,1.60000,0.08000,1
electrons,1.90910,0.05910,2.33330,0.66330,2.40000,0.88000,1
elegance,2.12500,0.27500,1.33330,0.33670,2.20000,0.68000,1
elegant,2.30000,0.45000,1.54550,0.12450,2.20000,0.68000,1
element,1.87500,0.02500,1.44440,0.22560,2.40000,0.88000,1
elemental,2.12500,0.27500,1.44440,0.22560,1.00000,0.52000,1
elementary,2.20000,0.35000,1.00000,0.67000,1.80000,0.28000,1
elements,2.20000,0.35000,1.81820,0.14820,2.20000,0.68000,1
elephants,2.42860,0.57860,2.00000,0.33000,3.00000,1.48000,1
elevated,2.00000,0.15000,2.25000,0.58000,3.00000,1.48000,1
elevator,2.00000,0.15000,2.42860,0.75860,3.00000,1.48000,1
eleven,2.00000,0.15000,1.41670,0.25330,3.00000,1.48000,1
eligible,2.20000,0.35000,1.81820,0.14820,1.40000,0.12000,1
eliminate,1.50000,0.35000,2.44440,0.77440,1.40000,0.12000,1
eliminated,1.71430,0.13570,2.37500,0.70500,1.60000,0.08000,1
eliminating,1.83330,0.01670,2.14290,0.47290,1.80000,0.28000,1
elite,1.90000,0.05000,1.27270,0.39730,1.60000,0.08000,1
eloquent,2.00000,0.15000,1.37500,0.29500,1.40000,0.12000,1
else,1.75000,0.10000,1.22220,0.44780,1.20000,0.32000,1
elsewhere,1.90000,0.05000,1.54550,0.12450,1.20000,0.32000,1
elude,1.37500,0.47500,2.00000,0.33000,1.60000,0.08000,1
emancipation,2.37500,0.52500,1.88890,0.21890,1.20000,0.32000,1
embarrassing,1.71430,0.13570,2.00000,0.33000,2.20000,0.68000,1
embassy,1.66670,0.18330,1.28570,0.38430,2.80000,1.28000,1
embers,2.33330,0.48330,1.30000,0.37000,2.20000,0.68000,1
embodiment,2.00000,0.15000,2.00000,0.33000,1.60000,0.08000,1
embrace,2.25000,0.40000,2.44440,0.77440,2.80000,1.28000,1
emerge,1.87500,0.02500,2.55560,0.88560,2.60000,1.08000,1
emerged,2.20000,0.35000,2.00000,0.33000,2.00000,0.48000,1
emergency,1.60000,0.25000,2.72730,1.05730,2.60000,1.08000,1
emerging,2.00000,0.15000,2.50000,0.83000,1.80000,0.28000,1
emotion,2.42860,0.57860,2.37500,0.70500,2.60000,1.08000,1
emotional,2.30000,0.45000,2.54550,0.87550,3.00000,1.48000,1
emotionally,2.33330,0.48330,2.71430,1.04430,1.60000,0.08000,1
emotions,2.54550,0.69550,2.41670,0.74670,2.20000,0.68000,1
emperor,1.75000,0.10000,1.66670,0.00330,2.80000,1.28000,1
emphasis,2.00000,0.15000,1.88890,0.21890,1.20000,0.32000,1
emphasize,2.00000,0.15000,2.44440,0.77440,1.20000,0.32000,1
emphasized,2.00000,0.15000,2.55560,0.88560,1.00000,0.52000,1
empire,2.27270,0.42270,1.91670,0.24670,2.80000,1.28000,1
empirical,1.83330,0.01670,1.53850,0.13150,1.80000,0.28000,1
employ,1.66670,0.18330,2.14290,0.47290,2.00000,0.48000,1
employed,2.00000,0.15000,2.16670,0.49670,2.40000,0.88000,1
employee,2.28570,0.43570,2.12500,0.45500,3.00000,1.48000,1
employees,2.23080,0.38080,2.50000,0.83000,3.00000,1.48000,1
employer,2.16670,0.31670,2.14290,0.47290,3.00000,1.48000,1
employers,2.12500,0.27500,2.11110,0.44110,2.60000,1.08000,1
employing,2.28570,0.43570,2.25000,0.58000,1.40000,0.12000,1
employment,2.33330,0.48330,2.42860,0.75860,1.60000,0.08000,1
employs,2.40000,0.55000,2.18180,0.51180,1.20000,0.32000,1
empowerment,2.00000,0.15000,2.81820,1.14820,1.40000,0.12000,1
empty,1.30000,0.55000,1.00000,0.67000,3.00000,1.48000,1
emptying,1.75000,0.10000,1.66670,0.00330,3.00000,1.48000,1
enable,2.30000,0.45000,1.90910,0.23910,1.80000,0.28000,1
enabled,2.30000,0.45000,2.00000,0.33000,1.40000,0.12000,1
enabling,2.11110,0.26110,1.80000,0.13000,1.20000,0.32000,1
enacted,2.00000,0.15000,2.00000,0.33000,1.20000,0.32000,1
enclosed,2.00000,0.15000,1.70000,0.03000,2.20000,0.68000,1
encounter,2.42860,0.57860,2.62500,0.95500,2.20000,0.68000,1
encountered,2.12500,0.27500,2.44440,0.77440,1.80000,0.28000,1
encourage,2.37500,0.52500,2.44440,0.77440,2.20000,0.68000,1
encouraged,2.50000,0.65000,2.54550,0.87550,2.20000,0.68000,1
encouragement,2.55560,0.70560,2.40000,0.73000,1.80000,0.28000,1
encouraging,2.33330,0.48330,2.20000,0.53000,2.20000,0.68000,1
end,1.66670,0.18330,1.14290,0.52710,3.00000,1.48000,1
endeavour,1.66670,0.18330,2.28570,0.61570,1.40000,0.12000,1
ended,1.85710,0.00710,1.25000,0.42000,1.60000,0.08000,1
ending,2.00000,0.15000,1.00000,0.67000,2.00000,0.48000,1
endless,1.70000,0.15000,1.18180,0.48820,2.20000,0.68000,1
ends,1.83330,0.01670,1.14290,0.52710,1.60000,0.08000,1
endurance,1.85710,0.00710,2.62500,0.95500,2.40000,0.88000,1
endured,2.00000,0.15000,1.88890,0.21890,1.20000,0.32000,1
enduring,2.28570,0.43570,2.00000,0.33000,1.20000,0.32000,1
enemies,1.50000,0.35000,2.55560,0.88560,3.00000,1.48000,1
enemy,1.40000,0.45000,2.27270,0.60270,3.00000,1.48000,1
energetic,2.25000,0.40000,3.00000,1.33000,3.00000,1.48000,1
energies,2.00000,0.15000,2.87500,1.20500,2.20000,0.68000,1
energy,2.00000,0.15000,3.00000,1.33000,2.40000,0.88000,1
enforced,1.57140,0.27860,2.75000,1.08000,2.20000,0.68000,1
enforcement,1.83330,0.01670,2.71430,1.04430,2.00000,0.48000,1
engage,2.07690,0.22690,2.85710,1.18710,1.80000,0.28000,1
engaged,2.22220,0.37220,2.20000,0.53000,1.40000,0.12000,1
engagement,2.37500,0.52500,2.33330,0.66330,3.00000,1.48000,1
engine,1.88890,0.03890,2.40000,0.73000,3.00000,1.48000,1
engineer,2.00000,0.15000,1.87500,0.20500,3.00000,1.48000,1
engineering,1.83330,0.01670,1.71430,0.04430,1.60000,0.08000,1
engineers,1.80000,0.05000,1.66670,0.00330,3.00000,1.48000,1
engines,2.10000,0.25000,2.09090,0.42090,3.00000,1.48000,1
english,2.22220,0.37220,1.50000,0.17000,2.40000,0.88000,1
englishman,2.25000,0.40000,1.44440,0.22560,3.00000,1.48000,1
enjoy,2.25000,0.40000,2.22220,0.55220,1.80000,0.28000,1
