word,Pleasantness,P_Deviation,Activation,A_Deviation,Imagery,I_Deviation,Words found from dictionary
shrugged,1.37500,0.47500,1.88890,0.21890,2.60000,1.08000,1
shrunken,1.25000,0.60000,2.11110,0.44110,1.80000,0.28000,1
shut,1.00000,0.85000,1.14290,0.52710,2.60000,1.08000,1
shuts,1.50000,0.35000,1.44440,0.22560,2.60000,1.08000,1
shy,1.50000,0.35000,1.42860,0.24140,2.00000,0.48000,1
shyness,1.20000,0.65000,1.50000,0.17000,1.40000,0.12000,1
siblings,1.60000,0.25000,2.16670,0.49670,2.60000,1.08000,1
sick,1.00000,0.85000,1.66670,0.00330,2.60000,1.08000,1
side,1.63640,0.21360,1.50000,0.17000,2.40000,0.88000,1
sides,1.28570,0.56430,1.62500,0.04500,1.60000,0.08000,1
sidewalk,1.50000,0.35000,1.55560,0.11440,3.00000,1.48000,1
sieves,1.37500,0.47500,1.66670,0.00330,2.20000,0.68000,1
sigh,1.62500,0.22500,1.88890,0.21890,1.60000,0.08000,1
sighed,2.00000,0.15000,1.25000,0.42000,1.40000,0.12000,1
sighs,1.66670,0.18330,1.40000,0.27000,1.80000,0.28000,1
sight,2.28570,0.43570,1.75000,0.08000,1.80000,0.28000,1
sights,2.00000,0.15000,1.50000,0.17000,1.80000,0.28000,1
sightseer,2.25000,0.40000,1.77780,0.10780,1.60000,0.08000,1
sign,1.50000,0.35000,1.57140,0.09860,2.80000,1.28000,1
signal,1.66670,0.18330,1.85710,0.18710,2.60000,1.08000,1
signals,1.90000,0.05000,2.18180,0.51180,2.80000,1.28000,1
signed,1.62500,0.22500,1.66670,0.00330,2.20000,0.68000,1
significance,2.12500,0.27500,1.88890,0.21890,1.00000,0.52000,1
significant,1.87500,0.02500,2.00000,0.33000,1.00000,0.52000,1
significantly,1.50000,0.35000,2.20000,0.53000,1.00000,0.52000,1
signs,1.00000,0.85000,1.80000,0.13000,2.80000,1.28000,1
silence,1.80000,0.05000,1.83330,0.16330,1.40000,0.12000,1
silent,1.36360,0.48640,1.33330,0.33670,1.60000,0.08000,1
silently,1.85710,0.00710,1.37500,0.29500,1.20000,0.32000,1
silk,3.00000,1.15000,1.87500,0.20500,2.80000,1.28000,1
silken,2.75000,0.90000,1.77780,0.10780,1.40000,0.12000,1
silly,2.50000,0.65000,1.71430,0.04430,1.60000,0.08000,1
silver,2.66670,0.81670,1.71430,0.04430,3.00000,1.48000,1
similar,2.11110,0.26110,1.70000,0.03000,1.40000,0.12000,1
similarly,2.20000,0.35000,1.54550,0.12450,1.40000,0.12000,1
simple,1.83330,0.01670,1.57140,0.09860,1.20000,0.32000,1
simpler,1.66670,0.18330,1.70000,0.03000,1.40000,0.12000,1
simplest,1.83330,0.01670,1.42860,0.24140,1.40000,0.12000,1
simplicity,2.00000,0.15000,1.57140,0.09860,1.00000,0.52000,1
simply,1.87500,0.02500,1.55560,0.11440,1.00000,0.52000,1
simultaneously,2.18180,0.33180,2.08330,0.41330,2.00000,0.48000,1
sin,1.00000,0.85000,2.40000,0.73000,1.80000,0.28000,1
since,1.77780,0.07220,1.40000,0.27000,1.00000,0.52000,1
sincere,2.50000,0.65000,1.55560,0.11440,1.20000,0.32000,1
sincerity,2.50000,0.65000,1.55560,0.11440,1.20000,0.32000,1
sinew,1.30000,0.55000,1.63640,0.03360,1.80000,0.28000,1
sing,2.83330,0.98330,2.57140,0.90140,2.60000,1.08000,1
singer,2.57140,0.72140,2.37500,0.70500,3.00000,1.48000,1
singers,2.57140,0.72140,2.25000,0.58000,3.00000,1.48000,1
singing,2.40000,0.55000,2.33330,0.66330,2.20000,0.68000,1
single,1.80000,0.05000,2.16670,0.49670,2.00000,0.48000,1
singled,1.55560,0.29440,1.60000,0.07000,1.20000,0.32000,1
sings,2.33330,0.48330,2.28570,0.61570,2.00000,0.48000,1
singular,1.16670,0.68330,1.57140,0.09860,1.00000,0.52000,1
sinister,1.25000,0.60000,1.77780,0.10780,2.00000,0.48000,1
sink,1.00000,0.85000,1.85710,0.18710,2.60000,1.08000,1
sins,1.11110,0.73890,2.10000,0.43000,1.40000,0.12000,1
sir,1.25000,0.60000,1.60000,0.07000,2.20000,0.68000,1
sire,1.33330,0.51670,1.71430,0.04430,2.60000,1.08000,1
sister,2.50000,0.65000,1.81820,0.14820,2.60000,1.08000,1
sisters,2.33330,0.48330,1.85710,0.18710,2.60000,1.08000,1
sit,1.57140,0.27860,1.50000,0.17000,3.00000,1.48000,1
site,2.00000,0.15000,1.37500,0.29500,2.00000,0.48000,1
sites,2.00000,0.15000,1.36360,0.30640,1.60000,0.08000,1
sitter,1.50000,0.35000,1.28570,0.38430,2.80000,1.28000,1
sitting,1.50000,0.35000,1.12500,0.54500,2.60000,1.08000,1
situated,1.66670,0.18330,1.54550,0.12450,1.20000,0.32000,1
situation,1.50000,0.35000,1.66670,0.00330,1.00000,0.52000,1
situations,1.55560,0.29440,1.70000,0.03000,1.00000,0.52000,1
six,1.57140,0.27860,1.50000,0.17000,3.00000,1.48000,1
sixpence,1.57140,0.27860,1.50000,0.17000,1.60000,0.08000,1
sixteen,1.66670,0.18330,1.42860,0.24140,2.60000,1.08000,1
sixteenth,1.66670,0.18330,1.90000,0.23000,2.60000,1.08000,1
sixth,1.20000,0.65000,1.33330,0.33670,2.20000,0.68000,1
sixties,1.62500,0.22500,1.55560,0.11440,2.00000,0.48000,1
sixty,1.50000,0.35000,1.42860,0.24140,2.40000,0.88000,1
sizable,1.50000,0.35000,1.44440,0.22560,1.00000,0.52000,1
size,1.33330,0.51670,1.42860,0.24140,1.40000,0.12000,1
sizes,1.33330,0.51670,1.42860,0.24140,1.20000,0.32000,1
skate,2.25000,0.40000,2.38460,0.71460,3.00000,1.48000,1
skateboard,1.50000,0.35000,1.81820,0.14820,3.00000,1.48000,1
skated,2.28570,0.43570,2.37500,0.70500,2.20000,0.68000,1
skaters,2.20000,0.35000,2.00000,0.33000,2.80000,1.28000,1
skates,2.42860,0.57860,2.00000,0.33000,2.60000,1.08000,1
sketch,2.00000,0.15000,1.70000,0.03000,2.60000,1.08000,1
sketches,2.00000,0.15000,1.33330,0.33670,2.40000,0.88000,1
sketchy,1.71430,0.13570,1.50000,0.17000,1.20000,0.32000,1
skidoos,1.33330,0.51670,2.57140,0.90140,3.00000,1.48000,1
skied,1.71430,0.13570,2.62500,0.95500,2.40000,0.88000,1
skies,2.42860,0.57860,2.25000,0.58000,3.00000,1.48000,1
skill,2.62500,0.77500,2.11110,0.44110,1.20000,0.32000,1
skilled,2.33330,0.48330,2.42860,0.75860,1.00000,0.52000,1
skills,2.57140,0.72140,2.00000,0.33000,1.00000,0.52000,1
skin,2.00000,0.15000,2.00000,0.33000,3.00000,1.48000,1
skirt,2.12500,0.27500,1.66670,0.00330,3.00000,1.48000,1
sky,3.00000,1.15000,1.60000,0.07000,3.00000,1.48000,1
skydiving,2.25000,0.40000,2.88890,1.21890,3.00000,1.48000,1
slammed,1.16670,0.68330,2.14290,0.47290,2.00000,0.48000,1
slammer,1.16670,0.68330,2.14290,0.47290,2.80000,1.28000,1
slaps,1.00000,0.85000,2.66670,0.99670,2.60000,1.08000,1
slashed,1.00000,0.85000,2.66670,0.99670,2.80000,1.28000,1
slate,1.50000,0.35000,1.66670,0.00330,2.00000,0.48000,1
slaughter,1.00000,0.85000,2.37500,0.70500,2.60000,1.08000,1
slave,1.00000,0.85000,1.77780,0.10780,3.00000,1.48000,1
slave�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
slavery,1.00000,0.85000,2.00000,0.33000,2.20000,0.68000,1
slaves,1.20000,0.65000,2.00000,0.33000,3.00000,1.48000,1
sledge,1.20000,0.65000,1.33330,0.33670,2.00000,0.48000,1
sledgehammer,1.18180,0.66820,2.33330,0.66330,3.00000,1.48000,1
sleep,2.71430,0.86430,1.37500,0.29500,2.40000,0.88000,1
sleepers,1.62500,0.22500,1.33330,0.33670,2.60000,1.08000,1
sleepier,2.00000,0.15000,1.33330,0.33670,1.40000,0.12000,1
sleeping,2.50000,0.65000,1.44440,0.22560,3.00000,1.48000,1
sleepless,1.00000,0.85000,1.62500,0.04500,1.20000,0.32000,1
sleeps,2.55560,0.70560,1.10000,0.57000,2.40000,0.88000,1
sleeve,1.42860,0.42140,1.50000,0.17000,2.80000,1.28000,1
sleigh,2.00000,0.15000,1.83330,0.16330,2.80000,1.28000,1
sleighing,2.25000,0.40000,2.33330,0.66330,2.40000,0.88000,1
slender,2.33330,0.48330,1.71430,0.04430,2.40000,0.88000,1
slept,2.66670,0.81670,1.71430,0.04430,2.00000,0.48000,1
slice,1.45450,0.39550,1.83330,0.16330,2.40000,0.88000,1
slid,1.50000,0.35000,2.22220,0.55220,2.40000,0.88000,1
slide,2.00000,0.15000,2.44440,0.77440,2.60000,1.08000,1
sliding,2.12500,0.27500,2.55560,0.88560,2.60000,1.08000,1
slight,1.00000,0.85000,1.60000,0.07000,1.40000,0.12000,1
slightest,1.00000,0.85000,1.40000,0.27000,1.00000,0.52000,1
slightly,1.20000,0.65000,1.33330,0.33670,1.20000,0.32000,1
slim,2.27270,0.42270,1.66670,0.00330,2.60000,1.08000,1
slimness,2.14290,0.29290,1.75000,0.08000,1.20000,0.32000,1
slimy,1.42860,0.42140,1.75000,0.08000,2.40000,0.88000,1
sling,1.25000,0.60000,1.77780,0.10780,3.00000,1.48000,1
slinging,1.33330,0.51670,1.85710,0.18710,1.40000,0.12000,1
slip,1.16670,0.68330,1.71430,0.04430,2.60000,1.08000,1
slip-covers,1.66670,0.18330,1.70000,0.03000,2.80000,1.28000,1
slipback,1.30000,0.55000,1.63640,0.03360,1.40000,0.12000,1
slipped,1.50000,0.35000,1.71430,0.04430,1.80000,0.28000,1
slithered,1.00000,0.85000,2.00000,0.33000,2.00000,0.48000,1
slob,1.00000,0.85000,1.14290,0.52710,2.20000,0.68000,1
slobber,1.00000,0.85000,1.66670,0.00330,2.80000,1.28000,1
slobbering,1.00000,0.85000,2.11110,0.44110,2.60000,1.08000,1
slope,1.72730,0.12270,1.75000,0.08000,2.60000,1.08000,1
slow,1.11110,0.73890,1.40000,0.27000,2.20000,0.68000,1
slowed,1.22220,0.62780,1.10000,0.57000,1.20000,0.32000,1
slowly,1.37500,0.47500,1.11110,0.55890,1.40000,0.12000,1
slows,1.50000,0.35000,1.11110,0.55890,1.20000,0.32000,1
slug,1.00000,0.85000,1.18180,0.48820,2.40000,0.88000,1
smacking,1.50000,0.35000,2.14290,0.47290,2.20000,0.68000,1
small,1.85710,0.00710,1.62500,0.04500,2.40000,0.88000,1
smaller,1.28570,0.56430,1.25000,0.42000,1.80000,0.28000,1
smallest,1.60000,0.25000,1.16670,0.50330,1.40000,0.12000,1
smart,2.80000,0.95000,1.66670,0.00330,1.20000,0.32000,1
smashed,1.00000,0.85000,2.80000,1.13000,2.60000,1.08000,1
smell,2.00000,0.15000,2.42860,0.75860,1.60000,0.08000,1
smelled,1.50000,0.35000,2.57140,0.90140,1.60000,0.08000,1
smile,2.25000,0.40000,2.11110,0.44110,2.80000,1.28000,1
smiled,2.83330,0.98330,2.42860,0.75860,2.40000,0.88000,1
smiles,2.88890,1.03890,2.10000,0.43000,2.60000,1.08000,1
smiley,2.75000,0.90000,1.80000,0.13000,2.20000,0.68000,1
smiling,2.66670,0.81670,1.85710,0.18710,2.80000,1.28000,1
smirked,1.70000,0.15000,1.81820,0.14820,2.20000,0.68000,1
smoke,1.00000,0.85000,1.57140,0.09860,3.00000,1.48000,1
smoker,1.14290,0.70710,1.75000,0.08000,3.00000,1.48000,1
smokes,1.33330,0.51670,1.85710,0.18710,2.60000,1.08000,1
smooth,2.70000,0.85000,1.45450,0.21550,2.00000,0.48000,1
smoothly,2.50000,0.65000,1.42860,0.24140,1.40000,0.12000,1
smothering,1.00000,0.85000,1.85710,0.18710,2.00000,0.48000,1
smudge,1.22220,0.62780,1.80000,0.13000,2.40000,0.88000,1
smugly,1.12500,0.72500,1.77780,0.10780,1.20000,0.32000,1
snail,1.44440,0.40560,1.30000,0.37000,2.80000,1.28000,1
snails,1.42860,0.42140,1.37500,0.29500,3.00000,1.48000,1
snake,1.42860,0.42140,2.12500,0.45500,3.00000,1.48000,1
snakes,1.16670,0.68330,2.00000,0.33000,3.00000,1.48000,1
snap,1.33330,0.51670,2.10000,0.43000,2.20000,0.68000,1
snapped,1.00000,0.85000,1.83330,0.16330,1.80000,0.28000,1
snapshot,2.12500,0.27500,2.00000,0.33000,2.40000,0.88000,1
snarl,1.83330,0.01670,2.14290,0.47290,2.40000,0.88000,1
snatched,1.00000,0.85000,2.11110,0.44110,2.20000,0.68000,1
sneered,1.00000,0.85000,1.85710,0.18710,2.40000,0.88000,1
sneering,1.00000,0.85000,1.85710,0.18710,2.00000,0.48000,1
sniggering,1.16670,0.68330,1.92310,0.25310,1.40000,0.12000,1
snob,1.20000,0.65000,1.72730,0.05730,1.80000,0.28000,1
snobby,1.14290,0.70710,2.00000,0.33000,1.60000,0.08000,1
snore,1.20000,0.65000,2.00000,0.33000,2.40000,0.88000,1
snot,1.00000,0.85000,1.57140,0.09860,2.80000,1.28000,1
snow,2.33330,0.48330,1.40000,0.27000,3.00000,1.48000,1
snowbank,2.20000,0.35000,1.50000,0.17000,3.00000,1.48000,1
snowdrift,1.71430,0.13570,2.33330,0.66330,3.00000,1.48000,1
snowmobile,2.00000,0.15000,2.00000,0.33000,2.80000,1.28000,1
snuck,1.42860,0.42140,1.66670,0.00330,1.80000,0.28000,1
snuggle,2.85710,1.00710,2.33330,0.66330,2.20000,0.68000,1
so,1.75000,0.10000,1.57140,0.09860,1.00000,0.52000,1
so-called,1.83330,0.01670,1.40000,0.27000,1.00000,0.52000,1
soap,2.42860,0.57860,1.33330,0.33670,3.00000,1.48000,1
sober,2.66670,0.81670,1.60000,0.07000,1.60000,0.08000,1
sociable,3.00000,1.15000,2.57140,0.90140,1.40000,0.12000,1
social,2.66670,0.81670,2.37500,0.70500,1.20000,0.32000,1
socialism,2.25000,0.40000,2.42860,0.75860,1.00000,0.52000,1
socialist,2.00000,0.15000,2.00000,0.33000,1.00000,0.52000,1
socialize,3.00000,1.15000,2.80000,1.13000,2.40000,0.88000,1
socially,2.37500,0.52500,2.14290,0.47290,1.00000,0.52000,1
societies,2.12500,0.27500,2.28570,0.61570,1.60000,0.08000,1
society,2.00000,0.15000,2.28570,0.61570,1.80000,0.28000,1
sociological,1.71430,0.13570,2.16670,0.49670,1.00000,0.52000,1
sociology,2.00000,0.15000,2.14290,0.47290,1.00000,0.52000,1
sodium,1.83330,0.01670,2.00000,0.33000,2.00000,0.48000,1
soft,3.00000,1.15000,1.75000,0.08000,2.40000,0.88000,1
softly,3.00000,1.15000,2.25000,0.58000,1.00000,0.52000,1
soil,1.80000,0.05000,1.75000,0.08000,3.00000,1.48000,1
soils,1.63640,0.21360,2.10000,0.43000,2.40000,0.88000,1
solar,2.28570,0.43570,2.00000,0.33000,1.40000,0.12000,1
sold,2.12500,0.27500,1.85710,0.18710,1.40000,0.12000,1
soldier,1.62500,0.22500,2.28570,0.61570,3.00000,1.48000,1
soldiers,1.75000,0.10000,2.28570,0.61570,2.80000,1.28000,1
sole,1.85710,0.00710,1.83330,0.16330,2.80000,1.28000,1
solely,2.00000,0.15000,1.62500,0.04500,1.00000,0.52000,1
solemn,1.85710,0.00710,1.00000,0.67000,1.40000,0.12000,1
solid,1.80000,0.05000,1.25000,0.42000,2.00000,0.48000,1
solidarity,2.00000,0.15000,1.71430,0.04430,1.00000,0.52000,1
solidly,2.00000,0.15000,1.40000,0.27000,1.00000,0.52000,1
solitary,1.66670,0.18330,1.60000,0.07000,1.20000,0.32000,1
solution,2.60000,0.75000,2.00000,0.33000,1.40000,0.12000,1
solutions,2.87500,1.02500,2.14290,0.47290,1.40000,0.12000,1
solve,2.75000,0.90000,2.57140,0.90140,1.20000,0.32000,1
solved,2.87500,1.02500,2.00000,0.33000,1.20000,0.32000,1
some,2.00000,0.15000,2.00000,0.33000,1.00000,0.52000,1
somebody,2.25000,0.40000,2.00000,0.33000,2.20000,0.68000,1
someday,2.20000,0.35000,2.25000,0.58000,1.00000,0.52000,1
somehow,2.09090,0.24090,1.90000,0.23000,1.00000,0.52000,1
someone,2.28570,0.43570,2.16670,0.49670,2.20000,0.68000,1
something,2.00000,0.15000,1.83330,0.16330,2.00000,0.48000,1
sometime,2.12500,0.27500,1.85710,0.18710,1.20000,0.32000,1
sometimes,2.16670,0.31670,2.20000,0.53000,1.20000,0.32000,1
somewhat,2.00000,0.15000,2.00000,0.33000,1.00000,0.52000,1
somewhere,2.11110,0.26110,2.00000,0.33000,1.40000,0.12000,1
son,2.80000,0.95000,2.55560,0.88560,2.60000,1.08000,1
song,2.83330,0.98330,3.00000,1.33000,2.20000,0.68000,1
songs,2.77780,0.92780,2.50000,0.83000,2.20000,0.68000,1
sons,2.50000,0.65000,2.60000,0.93000,2.60000,1.08000,1
soon,2.00000,0.15000,2.25000,0.58000,1.00000,0.52000,1
sooner,2.00000,0.15000,2.12500,0.45500,1.00000,0.52000,1
soot,1.63640,0.21360,1.20000,0.47000,2.80000,1.28000,1
sop,1.33330,0.51670,2.00000,0.33000,1.20000,0.32000,1
sophisticated,2.45450,0.60450,1.22220,0.44780,1.40000,0.12000,1
sorcerer,1.62500,0.22500,2.28570,0.61570,2.60000,1.08000,1
sore,1.50000,0.35000,1.85710,0.18710,1.80000,0.28000,1
sorrow�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
sorrowful,1.16670,0.68330,2.00000,0.33000,1.00000,0.52000,1
sorry,1.57140,0.27860,2.00000,0.33000,1.40000,0.12000,1
sort,1.85710,0.00710,2.00000,0.33000,1.40000,0.12000,1
sorts,1.80000,0.05000,1.75000,0.08000,1.20000,0.32000,1
sought,1.60000,0.25000,1.75000,0.08000,1.00000,0.52000,1
soul,2.77780,0.92780,1.50000,0.17000,2.00000,0.48000,1
souls,2.71430,0.86430,2.16670,0.49670,1.80000,0.28000,1
sound,2.00000,0.15000,2.80000,1.13000,1.40000,0.12000,1
sounded,2.12500,0.27500,2.00000,0.33000,1.00000,0.52000,1
soundless,2.33330,0.48330,1.20000,0.47000,1.00000,0.52000,1
sounds,2.33330,0.48330,2.12500,0.45500,1.00000,0.52000,1
soup,2.75000,0.90000,2.00000,0.33000,2.60000,1.08000,1
source,1.83330,0.01670,1.20000,0.47000,1.20000,0.32000,1
sources,1.90000,0.05000,1.77780,0.10780,1.20000,0.32000,1
south,2.16670,0.31670,1.80000,0.13000,2.40000,0.88000,1
southeast,2.00000,0.15000,1.83330,0.16330,2.00000,0.48000,1
southern,2.16670,0.31670,2.00000,0.33000,2.20000,0.68000,1
southerners,2.09090,0.24090,2.20000,0.53000,2.00000,0.48000,1
southwest,2.00000,0.15000,2.00000,0.33000,2.00000,0.48000,1
sovereign,2.33330,0.48330,2.00000,0.33000,1.00000,0.52000,1
sovereignty,2.11110,0.26110,2.37500,0.70500,1.00000,0.52000,1
soviet,1.62500,0.22500,2.00000,0.33000,1.20000,0.32000,1
soviets,1.75000,0.10000,2.00000,0.33000,1.60000,0.08000,1
sowed,1.85710,0.00710,2.00000,0.33000,1.60000,0.08000,1
space,2.00000,0.15000,2.16670,0.49670,2.40000,0.88000,1
spaces,1.83330,0.01670,2.20000,0.53000,2.00000,0.48000,1
spade,1.70000,0.15000,1.55560,0.11440,3.00000,1.48000,1
span,1.80000,0.05000,1.50000,0.17000,1.20000,0.32000,1
spanish,1.87500,0.02500,1.71430,0.04430,1.20000,0.32000,1
spare,2.33330,0.48330,2.00000,0.33000,1.20000,0.32000,1
spark,2.25000,0.40000,2.71430,1.04430,2.80000,1.28000,1
sparks,2.33330,0.48330,2.80000,1.13000,2.60000,1.08000,1
spatial,1.83330,0.01670,1.80000,0.13000,1.20000,0.32000,1
speak,2.41670,0.56670,2.63640,0.96640,1.60000,0.08000,1
speaker,2.00000,0.15000,2.66670,0.99670,2.80000,1.28000,1
speakers,2.28570,0.43570,2.50000,0.83000,2.80000,1.28000,1
speaking,2.40000,0.55000,2.75000,1.08000,1.80000,0.28000,1
speaks,2.16670,0.31670,2.40000,0.73000,1.60000,0.08000,1
special,3.00000,1.15000,2.00000,0.33000,1.20000,0.32000,1
specialist,2.40000,0.55000,2.00000,0.33000,1.60000,0.08000,1
specialists,2.28570,0.43570,2.33330,0.66330,1.60000,0.08000,1
specialization,2.66670,0.81670,2.40000,0.73000,1.20000,0.32000,1
specialized,2.71430,0.86430,2.33330,0.66330,1.00000,0.52000,1
species,2.28570,0.43570,2.00000,0.33000,1.60000,0.08000,1
specific,2.50000,0.65000,1.85710,0.18710,1.00000,0.52000,1
specifically,1.83330,0.01670,1.80000,0.13000,1.00000,0.52000,1
specificity,2.14290,0.29290,1.66670,0.00330,1.00000,0.52000,1
specified,2.00000,0.15000,2.00000,0.33000,1.00000,0.52000,1
specify,2.00000,0.15000,1.85710,0.18710,1.00000,0.52000,1
specimen,1.87500,0.02500,1.71430,0.04430,2.40000,0.88000,1
specimens,1.75000,0.10000,1.57140,0.09860,2.40000,0.88000,1
spectacle,1.66670,0.18330,2.00000,0.33000,1.80000,0.28000,1
spectacular,2.83330,0.98330,2.80000,1.13000,1.00000,0.52000,1
spectators,1.87500,0.02500,2.28570,0.61570,3.00000,1.48000,1
spectra,1.87500,0.02500,1.85710,0.18710,1.60000,0.08000,1
spectrum,2.00000,0.15000,2.00000,0.33000,2.00000,0.48000,1
speech,2.00000,0.15000,2.33330,0.66330,1.40000,0.12000,1
speeches,1.62500,0.22500,2.42860,0.75860,1.40000,0.12000,1
speed,1.83330,0.01670,3.00000,1.33000,1.60000,0.08000,1
speeds,2.40000,0.55000,2.75000,1.08000,1.40000,0.12000,1
spell,2.00000,0.15000,1.75000,0.08000,1.00000,0.52000,1
spelt,1.80000,0.05000,1.50000,0.17000,1.20000,0.32000,1
spend,2.18180,0.33180,2.40000,0.73000,1.40000,0.12000,1
spending,2.14290,0.29290,2.83330,1.16330,1.80000,0.28000,1
spent,2.00000,0.15000,2.14290,0.47290,1.20000,0.32000,1
sphere,2.12500,0.27500,1.85710,0.18710,2.40000,0.88000,1
spiders,1.28570,0.56430,2.33330,0.66330,3.00000,1.48000,1
spinning,1.85710,0.00710,2.50000,0.83000,2.20000,0.68000,1
spirit,2.55560,0.70560,2.12500,0.45500,1.80000,0.28000,1
spirits,2.42860,0.57860,2.33330,0.66330,1.80000,0.28000,1
spiritual,2.60000,0.75000,2.00000,0.33000,1.00000,0.52000,1
spit,1.25000,0.60000,2.42860,0.75860,3.00000,1.48000,1
spite,1.16670,0.68330,2.60000,0.93000,1.20000,0.32000,1
spiteful,1.16670,0.68330,2.40000,0.73000,1.20000,0.32000,1
splendid,2.90000,1.05000,2.66670,0.99670,1.00000,0.52000,1
splendour,2.87500,1.02500,2.14290,0.47290,1.00000,0.52000,1
split,1.62500,0.22500,2.28570,0.61570,2.20000,0.68000,1
spoiling,1.62500,0.22500,1.71430,0.04430,1.60000,0.08000,1
spoilsport,1.50000,0.35000,1.66670,0.00330,1.20000,0.32000,1
spoke,2.25000,0.40000,2.00000,0.33000,1.40000,0.12000,1
spoken,2.00000,0.15000,2.00000,0.33000,1.00000,0.52000,1
spokesman,1.81820,0.03180,2.20000,0.53000,2.00000,0.48000,1
spokesmen,1.85710,0.00710,2.00000,0.33000,2.00000,0.48000,1
sponsor,2.42860,0.57860,2.00000,0.33000,2.00000,0.48000,1
sponsored,2.37500,0.52500,2.28570,0.61570,1.20000,0.32000,1
sponsors,2.66670,0.81670,2.00000,0.33000,2.00000,0.48000,1
spontaneous,2.83330,0.98330,3.00000,1.33000,1.00000,0.52000,1
spoonful,2.00000,0.15000,2.00000,0.33000,2.80000,1.28000,1
sport,2.80000,0.95000,3.00000,1.33000,3.00000,1.48000,1
sports,2.66670,0.81670,2.80000,1.13000,2.80000,1.28000,1
spot,2.00000,0.15000,1.75000,0.08000,3.00000,1.48000,1
spots,1.83330,0.01670,1.60000,0.07000,3.00000,1.48000,1
spotted,1.80000,0.05000,1.75000,0.08000,2.40000,0.88000,1
sprang,2.22220,0.37220,2.50000,0.83000,2.00000,0.48000,1
sprawled,1.63640,0.21360,2.10000,0.43000,2.40000,0.88000,1
spray,1.77780,0.07220,2.50000,0.83000,2.80000,1.28000,1
spread,2.11110,0.26110,2.00000,0.33000,2.20000,0.68000,1
spreading,2.00000,0.15000,2.28570,0.61570,1.80000,0.28000,1
spreads,1.87500,0.02500,2.28570,0.61570,2.20000,0.68000,1
spring,2.80000,0.95000,2.77780,1.10780,2.80000,1.28000,1
springs,2.33330,0.48330,2.60000,0.93000,2.20000,0.68000,1
springy,2.28570,0.43570,2.83330,1.16330,1.60000,0.08000,1
sprinkle,2.14290,0.29290,2.33330,0.66330,2.60000,1.08000,1
sprites,2.20000,0.35000,2.00000,0.33000,1.40000,0.12000,1
spun,1.60000,0.25000,2.00000,0.33000,1.20000,0.32000,1
spur,1.33330,0.51670,2.00000,0.33000,1.80000,0.28000,1
squad,1.85710,0.00710,2.16670,0.49670,2.00000,0.48000,1
square,1.83330,0.01670,1.20000,0.47000,3.00000,1.48000,1
squarely,1.87500,0.02500,1.42860,0.24140,1.20000,0.32000,1
squares,2.00000,0.15000,1.20000,0.47000,3.00000,1.48000,1
squashed,1.12500,0.72500,2.42860,0.75860,1.80000,0.28000,1
squealing,1.50000,0.35000,2.66670,0.99670,1.60000,0.08000,1
squeeze,1.66670,0.18330,2.80000,1.13000,2.20000,0.68000,1
squeezed,2.10000,0.25000,2.22220,0.55220,1.80000,0.28000,1
squirm,1.33330,0.51670,3.00000,1.33000,2.20000,0.68000,1
squirrel,2.14290,0.29290,2.00000,0.33000,3.00000,1.48000,1
st,1.83330,0.01670,1.40000,0.27000,1.20000,0.32000,1
stability,2.63640,0.78640,1.30000,0.37000,1.40000,0.12000,1
stable,2.66670,0.81670,1.40000,0.27000,2.80000,1.28000,1
stadium,2.16670,0.31670,1.60000,0.07000,3.00000,1.48000,1
staff,2.11110,0.26110,2.00000,0.33000,2.40000,0.88000,1
stage,2.25000,0.40000,1.85710,0.18710,3.00000,1.48000,1
staged,1.75000,0.10000,2.14290,0.47290,1.40000,0.12000,1
stages,2.00000,0.15000,1.83330,0.16330,2.60000,1.08000,1
staggered,1.28570,0.56430,2.16670,0.49670,2.00000,0.48000,1
stained,1.16670,0.68330,2.20000,0.53000,2.80000,1.28000,1
stains,1.00000,0.85000,2.00000,0.33000,2.60000,1.08000,1
stairs,1.80000,0.05000,2.00000,0.33000,3.00000,1.48000,1
stake,1.75000,0.10000,1.85710,0.18710,2.60000,1.08000,1
stalk,1.50000,0.35000,1.80000,0.13000,2.60000,1.08000,1
stall,1.62500,0.22500,1.42860,0.24140,2.60000,1.08000,1
stampeding,1.33330,0.51670,2.40000,0.73000,1.80000,0.28000,1
stand,1.83330,0.01670,2.00000,0.33000,2.80000,1.28000,1
standard,1.83330,0.01670,1.90910,0.23910,1.00000,0.52000,1
standards,2.00000,0.15000,1.88890,0.21890,1.00000,0.52000,1
standing,1.85710,0.00710,1.83330,0.16330,2.80000,1.28000,1
standpoint,1.80000,0.05000,2.50000,0.83000,1.40000,0.12000,1
stands,1.83330,0.01670,2.00000,0.33000,2.20000,0.68000,1
star,2.88890,1.03890,2.37500,0.70500,3.00000,1.48000,1
stare,1.40000,0.45000,1.75000,0.08000,2.40000,0.88000,1
stared,1.16670,0.68330,1.20000,0.47000,1.60000,0.08000,1
staring,1.16670,0.68330,2.20000,0.53000,1.80000,0.28000,1
stars,2.57140,0.72140,2.33330,0.66330,3.00000,1.48000,1
start,2.28570,0.43570,2.33330,0.66330,2.00000,0.48000,1
started,2.25000,0.40000,2.57140,0.90140,1.40000,0.12000,1
